Why WRB O
those DT O
running VBG O
MIUI NNP B-System
, , O
an DT O
operating NN O
system NN O
based VBN O
on IN O
Google NNP B-System
Android NNP I-System
made VBN O
by IN O
Xiaomi NNP B-Organization
. . O

Smartphones NNS O
are VBP O
the DT O
dominant JJ O
form NN O
of IN O
internet JJ O
access NN O
in IN O
the DT O
region NN O
and CC O
Xinjiang NNP O
was VBD O
recently RB O
above IN O
the DT O
national JJ O
average NN O
of IN O
internet NN O
users NNS O
in IN O
China NNP O
. . O

The DT O
result NN O
is VBZ O
a DT O
large JJ O
online JJ O
population NN O
who WP O
have VBP O
been VBN O
the DT O
subject NN O
of IN O
numerous JJ O
cyber-attacks NNS O
in IN O
the DT O
past NN O
. . O

Once RB O
installed VBN O
, , O
HenBox NNP B-Malware
steals VBZ O
information NN O
from IN O
the DT O
devices NNS O
from IN O
a DT O
myriad NN O
of IN O
sources NNS O
, , O
including VBG O
many JJ O
mainstream NN O
chat NN O
, , O
communication NN O
, , O
and CC O
social JJ O
media NNS O
apps NN O
. . O

The DT O
stolen VBN O
information NN O
includes VBZ O
personal JJ O
and CC O
device JJ O
information NN O
. . O

Of IN O
note NN O
, , O
in IN O
addition NN O
to TO O
tracking VBG O
the DT O
compromised JJ O
device NN O
’ NNP O
s NN O
location NN O
, , O
HenBox NNP B-Malware
also RB O
harvests VBZ O
all DT O
outgoing VBG O
phone NN O
numbers NNS O
with IN O
an DT O
“ JJ O
86 CD O
” JJ O
prefix NN O
, , O
which WDT O
is VBZ O
the DT O
country NN O
code NN O
for IN O
the DT O
People NNP O
’ NNP O
s VBZ O
Republic NNP O
of IN O
China NNP O
( ( O
PRC NNP O
) ) O
. . O

It PRP O
can MD O
also RB O
access NN O
the DT O
phone NN O
’ NNP O
s NN O
cameras NNS O
and CC O
microphone NN O
. . O

HenBox NNP B-Malware
has VBZ O
ties NNS O
to TO O
infrastructure NN O
used VBN O
in IN O
targeted JJ O
attacks NNS O
with IN O
a DT O
focus NN O
on IN O
politics NNS O
in IN O
South NNP O
East NNP O
Asia NNP O
. . O

These DT O
attackers NNS O
have VBP O
used VBN O
additional JJ O
malware NN O
families NNS O
in IN O
previous JJ O
activity NN O
dating VBG O
to TO O
at IN O
least JJS O
2015 CD O
that WDT O
include VBP O
PlugX NNP B-Malware
, , O
Zupdax NNP B-Malware
, , O
9002 CD B-Malware
, , O
and CC O
Poison NNP B-Malware
Ivy NNP I-Malware
. . O

This DT O
also RB O
aligns VBZ O
with IN O
HenBox NNP B-Malware
’ NNP O
s FW O
timeline NN O
, , O
as IN O
in IN O
total NN O
we PRP O
have VBP O
identified VBN O
almost RB O
200 CD O
HenBox NNP B-Malware
samples NNS O
, , O
with IN O
the DT O
oldest JJS O
dating NN O
to TO O
2015 CD O
. . O

Most JJS O
of IN O
the DT O
samples NNS O
we PRP O
found VBD O
date NN O
from IN O
the DT O
last JJ O
half NN O
of IN O
2017 CD O
, , O
fewer JJR O
samples NNS O
date NN O
from IN O
2016 CD O
, , O
and CC O
a DT O
handful NN O
date NN O
back RB O
to TO O
2015 CD O
. . O

In IN O
2018 CD O
, , O
we PRP O
have VBP O
already RB O
observed VBN O
a DT O
small JJ O
but CC O
consistent JJ O
number NN O
of IN O
samples NNS O
. . O

We PRP O
believe VBP O
this DT O
indicates VBZ O
a DT O
fairly RB O
sustained VBN O
campaign NN O
that WDT O
has VBZ O
gained VBN O
momentum NN O
over IN O
recent JJ O
months NNS O
. . O

HenBox NNP B-Malware
Enters NNP O
the DT O
Uyghur NNP B-System
App NNP I-System
Store NNP I-System
In IN O
May NNP O
2016 CD O
, , O
a DT O
HenBox NNP B-Malware
app NN O
was VBD O
downloaded VBN O
from IN O
uyghurapps JJ B-Indicator
[ NN I-Indicator
. . I-Indicator

] JJ I-Indicator
net NN I-Indicator
. . O

Specifically RB O
, , O
the DT O
app NN O
was VBD O
an DT O
Android JJ B-System
Package NN I-System
( ( O
APK NNP O
) ) O
file NN O
that WDT O
will MD O
be VB O
discussed VBN O
in IN O
more JJR O
detail NN O
shortly RB O
. . O

The DT O
domain NN O
name NN O
, , O
language NN O
of IN O
the DT O
site NN O
and CC O
app JJ O
content NN O
hosted VBD O
suggest JJS O
this DT O
site NN O
is VBZ O
a DT O
third-party JJ O
app NN O
store NN O
for IN O
whom WP O
the DT O
intended JJ O
users NNS O
are VBP O
the DT O
Uyghurs NNP O
. . O

Such JJ O
app NN O
stores NNS O
are VBP O
so-called JJ O
because IN O
they PRP O
are VBP O
not RB O
officially RB O
supported VBN O
by IN O
Android NNP B-System
, , O
nor CC O
are VBP O
they PRP O
provided VBN O
by IN O
Google NNP B-Organization
, , O
unlike IN O
the DT O
Play NNP B-System
Store NNP I-System
. . O

Third-party JJ O
app NN O
stores NNS O
are VBP O
ubiquitous JJ O
in IN O
China NNP O
for IN O
a DT O
number NN O
of IN O
reasons NNS O
including VBG O
: : O
evermore RB O
powerful JJ O
Chinese JJ B-Organization
Original NNP I-Organization
Equipment NNP I-Organization
Manufacturers NNP I-Organization
( ( I-Organization
OEM NNP I-Organization
) ) I-Organization
, , O
a DT O
lack NN O
of IN O
an DT O
official JJ O
Chinese JJ O
Google NNP B-System
Play NNP I-System
app RB O
store NN O
, , O
and CC O
a DT O
growing VBG O
smartphone NN O
market NN O
. . O

The DT O
HenBox NNP B-Malware
app NN O
downloaded VBD O
in IN O
May NNP O
2016 CD O
was VBD O
masquerading VBG O
as IN O
the DT O
DroidVPN NNP B-Indicator
app NN O
. . O

At IN O
the DT O
time NN O
of IN O
writing NN O
, , O
the DT O
content NN O
served VBD O
at IN O
the DT O
given VBN O
URL NNP O
on IN O
uyghurapps JJ B-Indicator
[ NN I-Indicator
. . I-Indicator

] JJ I-Indicator
net NN I-Indicator
, , O
is VBZ O
now RB O
a DT O
legitimate JJ O
version NN O
of IN O
the DT O
DroidVPN NNP B-Indicator
app NN O
, , O
and CC O
looks VBZ O
as IN O
shown VBN O
in IN O
Figure NNP O
1 CD O
below NN O
. . O

henbox_2 JJ O
Figure NNP O
1 CD O
Uyghurapps NNP B-Indicator
[ NNP I-Indicator
. . I-Indicator

] JJ I-Indicator
net JJ I-Indicator
app NN O
store NN O
showing VBG O
the DT O
current JJ O
DroidVPN NNP B-Indicator
app NN O
Virtual NNP O
Private NNP O
Network NNP O
( ( O
VPN NNP O
) ) O
tools VBZ O
allow JJ O
connections NNS O
to TO O
remote VB O
private JJ O
networks NNS O
, , O
increasing VBG O
the DT O
security NN O
and CC O
privacy NN O
of IN O
the DT O
user NN O
’ NNP O
s NN O
communications NNS O
. . O

According VBG O
to TO O
the DT O
DroidVPN NNP B-Indicator
app NN O
description NN O
, , O
it PRP O
“ VBZ O
helps VBZ O
bypass VB O
regional JJ O
internet NN O
restrictions NNS O
, , O
web JJ O
filtering NN O
and CC O
firewalls NNS O
by IN O
tunneling VBG O
traffic NN O
over IN O
ICMP. NNP O
” NNP O
Some DT O
features NNS O
may MD O
require VB O
devices NNS O
to TO O
be VB O
rooted VBN O
to TO O
function NN O
and CC O
according VBG O
to TO O
some DT O
3rd CD O
party NN O
app NN O
stores NNS O
, , O
unconditional JJ O
rooting NN O
is VBZ O
required VBN O
, , O
which WDT O
has VBZ O
additional JJ O
security NN O
implications NNS O
for IN O
the DT O
device NN O
. . O

We PRP O
have VBP O
not RB O
been VBN O
able JJ O
to TO O
ascertain VB O
how WRB O
the DT O
DroidVPN NNP B-Indicator
app NN O
on IN O
the DT O
uyghurapps JJ B-Indicator
[ NN I-Indicator
. . I-Indicator

] JJ I-Indicator
net JJ I-Indicator
app NN O
store NN O
was VBD O
replaced VBN O
with IN O
the DT O
malicious JJ O
HenBox NNP B-Malware
app NN O
; : O
however RB O
, , O
some DT O
indicators NNS O
point VBP O
to TO O
the DT O
server NN O
running VBG O
an DT O
outdated JJ O
version NN O
of IN O
Apache NNP O
Web NNP O
Server NNP O
on IN O
a DT O
Windows NNP B-System
32-Bit CD O
operating NN O
system NN O
. . O

In IN O
light NN O
of IN O
this DT O
, , O
we PRP O
believe VBP O
an DT O
attack NN O
against IN O
unpatched JJ B-Vulnerability
vulnerabilities NNS I-Vulnerability
is VBZ O
a DT O
reasonable JJ O
conjecture NN O
for IN O
how WRB O
the DT O
server NN O
was VBD O
compromised VBN O
. . O

The DT O
HenBox NNP O
app NN O
downloaded VBD O
in IN O
May NNP O
2016 CD O
, , O
as IN O
described VBN O
in IN O
Table JJ O
1 CD O
below IN O
, , O
masquerades NNS O
as IN O
a DT O
legitimate JJ O
version NN O
of IN O
the DT O
DroidVPN NNP B-Indicator
app NN O
by IN O
using VBG O
the DT O
same JJ O
app NN O
name NN O
“ NNP O
DroidVPN NNP B-System
” NNP O
and CC O
the DT O
same JJ O
iconography NN O
used VBN O
when WRB O
displaying VBG O
the DT O
app NN O
in IN O
Android NNP B-System
’ NNP O
s VBD O
launcher JJR O
view NN O
, , O
as IN O
highlighted VBN O
in IN O
Figure NNP O
2 CD O
below IN O
Table JJ O
1 CD O
. . O

APK NNP O
SHA256 NNP O
Size NNP O
( ( O
bytes NNS O
) ) O
First NNP O
Seen NNP O
App NNP O
Package NNP O
name NN O
App NNP O
name NN O
0589bed1e3b3d6234c30061be3be1cc6685d786ab3a892a8d4dae8e2d7ed92f7 CD B-Indicator
2,740,860 CD O
May NNP O
2016 CD O
com.android.henbox NN B-Indicator
DroidVPN NNP B-System
Table NNP O
1 CD O
Details NNP O
of IN O
the DT O
HenBox NNP B-Malware
DroidVPN NNP B-System
app NN O
on IN O
the DT O
uyghurapps JJ B-Indicator
[ NN I-Indicator
. . I-Indicator

] JJ I-Indicator
net JJ I-Indicator
app NN O
store NN O
henbox_3 JJ O
Figure NNP O
2 CD O
HenBox NNP B-Malware
app NN O
installed VBD O
, , O
purporting VBG O
to TO O
be VB O
DroidVPN NNP B-Indicator
Depending VBG O
on IN O
the DT O
language NN O
setting VBG O
on IN O
the DT O
device NN O
, , O
and CC O
for IN O
this DT O
particular JJ O
variant NN O
of IN O
HenBox NNP B-Malware
, , O
the DT O
installed JJ O
HenBox NNP B-Malware
app NN O
may MD O
have VB O
the DT O
name NN O
“ NNP O
Backup NNP O
” NNP O
but CC O
uses VBZ O
the DT O
same JJ O
DroidVPN NNP B-Indicator
logo NN O
. . O

Other JJ O
variants NNS O
use IN O
other JJ O
names NNS O
and CC O
logos NNS O
, , O
as IN O
described VBN O
later RB O
. . O

Given VBN O
the DT O
DroidVPN NNP B-Indicator
look NN O
and CC O
feel VB O
being VBG O
used VBN O
by IN O
this DT O
variant NN O
of IN O
HenBox NNP B-Malware
, , O
it PRP O
’ VBZ O
s JJ O
highly RB O
likely JJ O
the DT O
uyghurapps JJ B-Indicator
[ NN I-Indicator
. . I-Indicator

] JJ I-Indicator
net JJ I-Indicator
page NN O
for IN O
DroidVPN NNP B-Indicator
remained VBD O
identical JJ O
when WRB O
serving VBG O
either RB O
HenBox NNP B-Malware
or CC O
DroidVPN NNP B-Indicator
apps RB O
, , O
just RB O
that IN O
the DT O
legitimate JJ O
APK NNP O
file NN O
had VBD O
been VBN O
replaced VBN O
with IN O
HenBox NNP O
for IN O
an DT O
unknown JJ O
period NN O
of IN O
time NN O
. . O

In IN O
addition NN O
to TO O
the DT O
look NN O
and CC O
feel NN O
of IN O
DroidVPN NNP B-Indicator
, , O
this DT O
HenBox NNP B-Malware
variant NN O
also RB O
contained VBD O
a DT O
legitimate JJ O
DroidVPN NNP B-Indicator
app NN O
within IN O
its PRP$ O
APK NNP O
package NN O
as IN O
an DT O
asset NN O
, , O
which WDT O
could MD O
be VB O
compared VBN O
to TO O
a DT O
resource NN O
item NN O
within IN O
a DT O
Windows NNP B-System
Portable NNP I-System
Executable NNP I-System
( ( O
PE NNP O
) ) O
file NN O
. . O

Once RB O
the DT O
HenBox NNP B-Malware
app NN O
is VBZ O
installed VBN O
and CC O
launched VBN O
, , O
it PRP O
launches VBZ O
an DT O
install JJ O
process NN O
for IN O
the DT O
embedded JJ O
app NN O
as IN O
a DT O
decoy NN O
to TO O
other JJ O
malicious JJ O
behaviors NNS O
occurring VBG O
in IN O
the DT O
background NN O
, , O
and CC O
to TO O
satisfy VB O
the DT O
victim NN O
with IN O
the DT O
app NN O
they PRP O
were VBD O
requesting VBG O
, , O
assuming VBG O
they PRP O
requested VBD O
to TO O
download VB O
a DT O
particular JJ O
app NN O
, , O
such JJ O
as IN O
DroidVPN NNP B-System
. . O

The DT O
version NN O
of IN O
the DT O
legitimate JJ O
DroidVPN NNP B-Indicator
embedded VBD O
inside IN O
this DT O
HenBox NNP B-Malware
variant NN O
is VBZ O
the DT O
same JJ O
version NN O
of IN O
DroidVPN NNP B-Indicator
available JJ O
for IN O
download NN O
from IN O
uyghurapps JJ B-Indicator
[ NN I-Indicator
. . I-Indicator

] JJ I-Indicator
net NN I-Indicator
, , O
at IN O
the DT O
time NN O
of IN O
writing NN O
. . O

It PRP O
’ VBZ O
s JJ O
worth JJ O
noting NN O
, , O
newer JJR O
versions NNS O
of IN O
the DT O
DroidVPN NNP B-System
app NN O
are VBP O
available JJ O
on IN O
Google NNP B-System
Play NNP I-System
, , O
as RB O
well RB O
as IN O
in IN O
some DT O
other JJ O
third-party JJ O
app NN O
stores NNS O
, , O
which WDT O
could MD O
indicate VB O
uyghurapps JJ B-Indicator
[ NN I-Indicator
. . I-Indicator

] JJ I-Indicator
net NN I-Indicator
is VBZ O
not RB O
awfully RB O
well RB O
maintained VBN O
or CC O
updated VBN O
to TO O
the DT O
latest JJS O
apps NN O
available JJ O
. . O

At IN O
the DT O
time NN O
of IN O
writing NN O
, , O
to TO O
our PRP$ O
knowledge NN O
no DT O
other JJ O
third-party JJ O
app NN O
stores NNS O
, , O
nor CC O
the DT O
official JJ O
Google NNP B-System
Play NNP I-System
store NN O
, , O
were VBD O
or CC O
are VBP O
hosting VBG O
this DT O
malicious JJ O
HenBox NNP B-Malware
variant NN O
masquerading VBG O
as IN O
DroidVPN NNP B-Indicator
. . O

The DT O
Right NNP O
App NNP O
at IN O
the DT O
Right JJ O
Time NNP O
The DT O
malicious JJ O
HenBox NNP B-Malware
and CC O
embedded VBD O
DroidVPN NNP B-Indicator
app JJ O
combination NN O
is VBZ O
one CD O
instance NN O
of IN O
the DT O
type NN O
of IN O
legitimate JJ O
apps IN O
the DT O
attackers NNS O
choose VBP O
to TO O
mimic VB O
to TO O
compromise VB O
their PRP$ O
victims NNS O
. . O

These DT O
threat NN O
actors NNS O
frequently RB O
offer VBP O
malicious JJ O
apps NN O
purporting NN O
to TO O
be VB O
legitimate JJ O
apps NN O
that WDT O
are VBP O
broadly RB O
used VBN O
or CC O
important JJ O
to TO O
a DT O
targeted JJ O
population NN O
. . O

It PRP O
’ VBZ O
s JJ O
worth NN O
noting VBG O
however RB O
, , O
about IN O
one-third NN O
of IN O
the DT O
HenBox NNP B-Malware
apps NN O
contained VBD O
embedded JJ O
APK NNP O
objects VBZ O
that WDT O
did VBD O
not RB O
refer VB O
to TO O
legitimate VB O
apps NN O
. . O

Some DT O
were VBD O
only RB O
3 CD O
bytes NNS O
long RB O
, , O
containing VBG O
strings NNS O
such JJ O
as IN O
“ JJ O
ddd NN O
” NN O
and CC O
“ $ O
333 CD O
” NNP O
, , O
or CC O
were VBD O
otherwise RB O
corrupted VBN O
. . O

Beyond IN O
the DT O
previously RB O
mentioned VBN O
DroidVPN NNP B-Indicator
example NN O
, , O
other JJ O
viable JJ O
embedded VBN O
apps NN O
we PRP O
found VBD O
include VBP O
apps NNS O
currently RB O
available JJ O
on IN O
Google NNP B-System
Play NNP I-System
, , O
as RB O
well RB O
as IN O
many JJ O
third-party JJ O
app NN O
stores NNS O
. . O

Table JJ O
2 CD O
below IN O
lists NNS O
some DT O
of IN O
these DT O
apps NNS O
with IN O
their PRP$ O
respective JJ O
metadata NNS O
. . O

Sample JJ O
1 CD O
marks NNS O
the DT O
first JJ O
HenBox NNP B-Malware
sample NN O
we PRP O
saw VBD O
embedding VBG O
a DT O
legitimate JJ O
app NN O
within IN O
its PRP$ O
assets NNS O
to TO O
be VB O
dropped VBN O
and CC O
installed VBN O
on IN O
the DT O
victim NN O
device NN O
as IN O
a DT O
decoy NN O
. . O

The DT O
legitimate JJ O
app NN O
in IN O
question NN O
was VBD O
a DT O
Uyghur NNP O
language NN O
keyboard NN O
app NN O
targeted VBN O
at IN O
native JJ O
speakers NNS O
of IN O
the DT O
Uyghur NNP O
language NN O
and CC O
their PRP$ O
smartphones NNS O
. . O

Sample NN O
2 CD O
, , O
has VBZ O
the DT O
package NN O
name NN O
cn.android.setting VBG B-Indicator
masquerading VBG O
as IN O
Android NNP O
’ NNP O
s VBD O
Settings NNP B-System
app NN I-System
, , O
which WDT O
has VBZ O
a DT O
similar JJ O
package NN O
name NN O
( ( O
com.android.settings NNS B-Indicator
) ) O
. . O

This DT O
variant NN O
of IN O
HenBox NNP B-Malware
also RB O
used VBD O
the DT O
common JJ O
green JJ O
Android NNP B-System
figure NN O
as IN O
the DT O
app NN O
logo NN O
and CC O
was VBD O
named VBN O
设置 NNP O
( ( O
“ NNP O
Backup NNP O
” NNP O
in IN O
English NNP O
) ) O
. . O

This DT O
variant JJ O
’ NN O
s NN O
app NN O
name NN O
, , O
along IN O
with IN O
many JJ O
others NNS O
, , O
is VBZ O
written VBN O
in IN O
Chinese NNP O
and CC O
describes VBZ O
the DT O
app NN O
as IN O
a DT O
backup NN O
tool NN O
. . O

Please NNP O
see VB O
the DT O
IOCs NNP O
section NN O
for IN O
all DT O
app NN O
and CC O
package NN O
name NN O
combinations NNS O
. . O

Interestingly RB O
, , O
the DT O
embedded JJ O
app NN O
in IN O
sample JJ O
2 CD O
is VBZ O
not RB O
a DT O
version NN O
of IN O
the DT O
Android NNP B-System
Settings NNP I-System
app NN O
but CC O
instead RB O
the DT O
“ NNP O
Amaq NNP B-System
Agency NNP I-System
” NNP O
app NN O
, , O
which WDT O
reports VBZ O
on IN O
ISIS NNP O
related JJ O
news NN O
. . O

Reports NNS O
indicate VBP O
fake JJ O
versions NNS O
of IN O
the DT O
Amaq NNP B-System
app NN O
exist NN O
, , O
likely RB O
in IN O
order NN O
to TO O
spy VB O
on IN O
those DT O
that WDT O
use VBP O
it PRP O
. . O

A DT O
month NN O
after IN O
observing VBG O
sample JJ O
2 CD O
, , O
we PRP O
obtained VBD O
another DT O
which WDT O
used VBD O
the DT O
same JJ O
package NN O
name NN O
as IN O
sample NN O
2 CD O
( ( O
cn.android.setting VBG B-Indicator
) ) O
. . O

However RB O
, , O
this DT O
time NN O
the DT O
app NN O
name NN O
for IN O
both DT O
HenBox NNP B-Malware
and CC O
the DT O
embedded JJ O
app NN O
were VBD O
identical JJ O
: : O
Islamawazi NN B-System
. . O

Islamawazi NNP B-System
is VBZ O
also RB O
known VBN O
as IN O
the DT O
Turkistan NNP B-Organization
Islamic NNP I-Organization
Party NNP I-Organization
or CC O
“ NNP O
TIP NNP O
” NNP O
. . O

This DT O
organization NN O
was VBD O
formerly RB O
known VBN O
as IN O
the DT O
East NNP B-Organization
Turkestan NNP I-Organization
Islamic NNP I-Organization
Party NNP I-Organization
and CC O
is VBZ O
purported VBN O
to TO O
be VB O
an DT O
Islamic NNP O
extremist NN O
separatist NN O
organization NN O
founded VBN O
by IN O
Uyghur NNP O
jihadists NNS O
. . O

The DT O
embedded JJ O
app NN O
appears VBZ O
to TO O
be VB O
a DT O
media NNS O
player NN O
. . O

These DT O
examples NNS O
, , O
together RB O
with IN O
the DT O
HenBox NNP B-Malware
app NN O
placed VBD O
on IN O
a DT O
very RB O
specific JJ O
third-party JJ O
app NN O
store NN O
, , O
point NN O
clearly RB O
to TO O
at IN O
least JJS O
some DT O
of IN O
the DT O
intended JJ O
targets NNS O
of IN O
these DT O
malicious JJ O
apps NN O
being VBG O
Uyghurs NNP O
, , O
specifically RB O
those DT O
with IN O
interest NN O
in IN O
or CC O
association NN O
with IN O
terrorist JJ O
groups NNS O
. . O

These DT O
threat NN O
actors NNS O
appear VBP O
to TO O
be VB O
choosing VBG O
the DT O
right JJ O
apps NN O
– NNP O
those DT O
that WDT O
could MD O
be VB O
popular JJ O
with IN O
locals NNS O
in IN O
the DT O
region NN O
, , O
at IN O
the DT O
right JJ O
time NN O
– NNP O
while IN O
tensions NNS O
grow VBP O
in IN O
this DT O
region NN O
of IN O
China NNP O
, , O
to TO O
ensure VB O
a DT O
good JJ O
victim NN O
install-base NN O
. . O

HenBox NNP B-Malware
Roosts NNP O
HenBox NNP B-Malware
has VBZ O
evolved VBN O
over IN O
the DT O
past JJ O
three CD O
years NNS O
, , O
and CC O
of IN O
the DT O
almost RB O
two CD O
hundred VBD O
HenBox NNP B-Malware
apps NN O
in IN O
AutoFocus NNP O
, , O
the DT O
vast JJ O
majority NN O
contain VBP O
several JJ O
native JJ O
libraries NNS O
as RB O
well RB O
as IN O
other JJ O
components NNS O
in IN O
order NN O
to TO O
achieve VB O
their PRP$ O
objective NN O
. . O

Most JJS O
components NNS O
are VBP O
obfuscated VBN O
in IN O
some DT O
way NN O
, , O
whether IN O
it PRP O
be VB O
simple JJ O
XOR NNP O
with IN O
a DT O
single-byte JJ O
key NN O
, , O
or CC O
through IN O
the DT O
use NN O
of IN O
ZIP NNP B-System
or CC O
Zlib NNP B-System
compression NN O
wrapped VBD O
with IN O
RC4 NNP O
encryption NN O
. . O

These DT O
components NNS O
are VBP O
responsible JJ O
for IN O
a DT O
myriad NN O
of IN O
functions NNS O
including VBG O
handling VBG O
decryption NN O
, , O
network NN O
communications NNS O
, , O
gaining VBG O
super-user JJ O
privileges NNS O
, , O
monitoring VBG O
system NN O
logs NNS O
, , O
loading VBG O
additional JJ O
Dalvik NNP O
code NN O
files NNS O
, , O
tracking VBG O
the DT O
device NN O
location NN O
and CC O
more JJR O
. . O

The DT O
remainder NN O
of IN O
this DT O
section NN O
describes VBZ O
at IN O
a DT O
high-level JJ O
what WP O
HenBox NNP O
is VBZ O
capable JJ O
of IN O
, , O
and CC O
how WRB O
it PRP O
operates VBZ O
. . O

The DT O
description NN O
is VBZ O
based VBN O
on IN O
analysis NN O
of IN O
the DT O
sample NN O
described VBD O
in IN O
Table JJ O
3 CD O
below IN O
, , O
which WDT O
was VBD O
of IN O
interest NN O
given VBN O
its PRP$ O
C2 NNP O
domain NN B-Indicator
mefound NN I-Indicator
[ NNP I-Indicator
. . I-Indicator

] JJ I-Indicator
com NN I-Indicator
overlaps NNS O
with IN O
PlugX NNP B-Malware
, , O
Zupdax NNP B-Malware
, , O
and CC O
Poison NNP B-Malware
Ivy NNP I-Malware
malware NN O
families NNS O
discussed VBN O
in IN O
more RBR O
detail NN O
later RB O
. . O

SHA256 NNP O
Package NNP O
Name NNP O
App NNP O
Name NNP O
a6c7351b09a733a1b3ff8a0901c5bde VBZ B-Indicator
fdc3b566bfcedcdf5a338c3a97c9f249b JJ O
com.android.henbox NN B-Indicator
备份 NNP O
( ( O
Backup NNP O
) ) O
Table NNP O
3 CD O
HenBox NNP B-Malware
variant NN O
used VBN O
in IN O
description NN O
Once IN O
this DT O
variant NN O
of IN O
HenBox NNP B-Malware
is VBZ O
installed VBN O
on IN O
the DT O
victim NN O
’ NNP O
s NN O
device NN O
, , O
the DT O
app NN O
can MD O
be VB O
executed VBN O
in IN O
two CD O
different JJ O
ways NNS O
: : O
One CD O
method NN O
for IN O
executing VBG O
HenBox NNP B-Malware
is VBZ O
for IN O
the DT O
victim NN O
to TO O
launch VB O
the DT O
malicious JJ O
app NN O
( ( O
named VBN O
“ NNP O
Backup NNP O
” NNP O
, , O
in IN O

this DT O
instance NN O
) ) O
from IN O
the DT O
launcher JJR O
view NN O
on IN O
their PRP$ O
device NN O
, , O
as IN O
shown VBN O
in IN O
Figure NNP O
3 CD O
below NN O
. . O

This DT O
runs VBZ O
code NN O
in IN O
the DT O
onCreate NN O
( ( O
) ) O
method NN O
of IN O
the DT O
app NN O
’ NNP O
s VBZ O
MainActivity NNP O
class NN O
, , O
which WDT O
in IN O
effect NN O
is VBZ O
the DT O
program NN O
’ NNP O
s VBZ O
entry NN O
point NN O
. . O

This DT O
process NN O
is VBZ O
defined VBN O
in IN O
the DT O
app NN O
’ NNP O
s NN O
AndroidManifest.xml NNP O
config NN O
file NN O
, , O
as IN O
shown VBN O
in IN O
the DT O
following JJ O
snippet NN O
. . O

Doing VBG O
so RB O
executes VBZ O
code NN O
checking VBG O
if IN O
the DT O
device NN O
is VBZ O
manufactured VBN O
by IN O
Xiaomi NNP B-Organization
, , O
or CC O
if IN O
Xiaomi JJ B-Organization
’ NNP I-Organization
s NN I-Organization
fork NN O
of IN O
Android NNP B-System
is VBZ O
running VBG O
on IN O
the DT O
device NN O
. . O

Under IN O
these DT O
conditions NNS O
, , O
the DT O
app NN O
continues VBZ O
executing VBG O
and CC O
the DT O
intent NN O
of IN O
targeting VBG O
Xiaomi NNP B-Organization
devices NNS O
and CC O
users NNS O
could MD O
be VB O
inferred VBN O
, , O
however RB O
poorly RB O
written VBN O
code NN O
results NNS O
in IN O
execution NN O
in IN O
more RBR O
environments NNS O
than IN O
perhaps RB O
intended VBN O
; : O
further JJ O
checks NNS O
are VBP O
made VBN O
to TO O
ascertain VB O
whether IN O
the DT O
app NN O
is VBZ O
running VBG O
on IN O
an DT O
emulator NN O
, , O
perhaps RB O
to TO O
evade VB O
researcher NN O
analysis NN O
environments NNS O
. . O

Assuming VBG O
these DT O
checks NNS O
pass NN O
, , O
one CD O
of IN O
the DT O
main JJ O
ELF NNP O
libraries NNS O
is VBZ O
loaded VBN O
that IN O
orchestrates VBZ O
other JJ O
components NNS O
and CC O
provides VBZ O
functionality NN O
to TO O
the DT O
app NN O
’ NNP O
s NN O
Dalvik NNP O
code NN O
through IN O
the DT O
Java NNP O
Native NNP O
Interface NNP O
( ( O
JNI NNP O
) ) O
. . O

HenBox NNP B-Malware
checks VBZ O
whether IN O
this DT O
execution NN O
is VBZ O
its PRP$ O
first JJ O
by IN O
using VBG O
Android NNP B-System
’ NNP O
s NN O
shared VBD O
preferences NNS O
feature NN O
to TO O
persist VB O
XML NNP O
key-value JJ O
pair NN O
data NNS O
. . O

If IN O
it PRP O
is VBZ O
the DT O
first JJ O
execution NN O
, , O
and CC O
if IN O
the DT O
app NN O
’ NNP O
s VBZ O
path NN O
does VBZ O
not RB O
contain VB O
“ JJ O
/system/app NNP B-Indicator
” NNP O
( ( O
i.e NN O
. . O

HenBox NNP B-Malware
is VBZ O
not RB O
running VBG O
as IN O
a DT O
system NN O
app NN O
) ) O
, , O
another DT O
ELF NNP O
library NN O
is VBZ O
loaded VBN O
to TO O
aid VB O
with IN O
executing VBG O
super-user JJ O
commands NNS O
. . O

The DT O
second JJ O
method NN O
uses VBZ O
intents NNS O
, , O
broadcasts NNS O
, , O
and CC O
receivers NNS O
to TO O
execute VB O
HenBox NNP O
code NN O
. . O

Providing VBG O
the DT O
app NN O
has VBZ O
registered VBN O
an DT O
intent NN O
to TO O
process VB O
particular JJ O
events NNS O
from IN O
the DT O
system NN O
, , O
and CC O
one CD O
of IN O
said VBD O
events NNS O
occurs NNS O
, , O
HenBox NNP O
is VBZ O
effectively RB O
brought VBN O
to TO O
life NN O
through IN O
external JJ O
stimulus NN O
from IN O
another DT O
app NN O
on IN O
the DT O
system NN O
broadcasting VBG O
a DT O
request NN O
, , O
or CC O
the DT O
system NN O
itself PRP O
broadcasting VBG O
a DT O
particular JJ O
event NN O
has VBZ O
occurred VBN O
. . O

These DT O
intents NNS O
are VBP O
typically RB O
defined VBN O
statically RB O
in IN O
the DT O
app NN O
